keyword,platform,pid,name,keyword_tokens,missing_tokens,accuracy_check_pass,accuracy_check_result,label,is_correct_prediction,price,status,link
게이밍 노트북,번개장터,409305149,레노버  rtx4060 게이밍노트북,게이밍 | 노트북,,1,pass,,,950000,판매중,https://m.bunjang.co.kr/products/409305149
게이밍 노트북,번개장터,408236973,ASUS ROG 게이밍 노트북 블랙 i7 9세대 17인치,게이밍 | 노트북,,1,pass,,,700000,판매중,https://m.bunjang.co.kr/products/408236973
게이밍 노트북,번개장터,380983368,게이밍노트북 삼성 nt550 i5 17인치 램16기가,게이밍 | 노트북,,1,pass,,,180000,판매중,https://m.bunjang.co.kr/products/380983368
게이밍 노트북,번개장터,408716849,ASUS ROG STRIX g16 게이밍 노트북 5070ti 32gb,게이밍 | 노트북,,1,pass,,,2800000,판매중,https://m.bunjang.co.kr/products/408716849
게이밍 노트북,번개장터,407435208,ASUS TUF 게이밍 F15 노트북 사양 상태 최상,게이밍 | 노트북,,1,pass,,,890000,판매중,https://m.bunjang.co.kr/products/407435208
게이밍 노트북,번개장터,408930591,ASUS TUF 게이밍 노트북 i5 8세대,게이밍 | 노트북,,1,pass,,,450000,판매중,https://m.bunjang.co.kr/products/408930591
게이밍 노트북,번개장터,408930855,에이서 니트로5 게이밍 노트북,게이밍 | 노트북,,1,pass,,,380000,판매중,https://m.bunjang.co.kr/products/408930855
게이밍 노트북,번개장터,408182481,썬더로봇 게이밍 노트북 i7 GTX,게이밍 | 노트북,,1,pass,,,550000,판매중,https://m.bunjang.co.kr/products/408182481
게이밍 노트북,번개장터,409356023,기가바이트 어로스 17G(17인치/i7/3060/32GB)게이밍 노트북,게이밍 | 노트북,,1,pass,,,1000000,판매중,https://m.bunjang.co.kr/products/409356023
게이밍 노트북,번개장터,409512992,최저가]MSI 17인치 게이밍노트북 소드(i9-13/4070/램32/2T,게이밍 | 노트북,,1,pass,,,1710000,판매중,https://m.bunjang.co.kr/products/409512992
게이밍 노트북,번개장터,409512507,[매입]미개봉 LG그램 갤럭시북 맥북 기업용 대량매입 게이밍 노트북,게이밍 | 노트북,,1,pass,,,4000000,판매중,https://m.bunjang.co.kr/products/409512507
게이밍 노트북,번개장터,385163895,삼성 오디세이 게이밍 노트북 i7 GTX1050 15인치 캐드 엑셀한글,게이밍 | 노트북,,1,pass,,,550000,판매중,https://m.bunjang.co.kr/products/385163895
게이밍 노트북,번개장터,398239557,[매입]ASUS 델 그램 게이밍노트북 미개봉 중고 기업용 대량 출장매입,게이밍 | 노트북,,1,pass,,,4850000,판매중,https://m.bunjang.co.kr/products/398239557
게이밍 노트북,번개장터,409057782,hp 빅터스16 i5 12500 3050ti 게이밍 노트북 새것급,게이밍 | 노트북,,1,pass,,,750000,판매중,https://m.bunjang.co.kr/products/409057782
게이밍 노트북,번개장터,366235951,ASUS RTX4060 게이밍노트북 리퍼비시 신동품 LP005W판매합니다,게이밍 | 노트북,,1,pass,,,1139000,판매중,https://m.bunjang.co.kr/products/366235951
게이밍 노트북,번개장터,394183614,레노버 리전9 18IAX10 RTX5080 게이밍노트북 미개봉새상품 판매,게이밍 | 노트북,,1,pass,,,5600000,판매중,https://m.bunjang.co.kr/products/394183614
게이밍 노트북,번개장터,408434676,S급 ASUS 게이밍 노트북 R7 6800HS 48램 RTX3070TI,게이밍 | 노트북,,1,pass,,,1200000,판매중,https://m.bunjang.co.kr/products/408434676
게이밍 노트북,번개장터,409507885,[매입]미개봉 LG그램 갤럭시북 맥북 기업용 대량매입 게이밍 노트북,게이밍 | 노트북,,1,pass,,,3500000,판매중,https://m.bunjang.co.kr/products/409507885
게이밍 노트북,번개장터,408053151,삼성 노트북 판매(전원선 포함),게이밍 | 노트북,게이밍,0,fail,,,100000,판매중,https://m.bunjang.co.kr/products/408053151
게이밍 노트북,번개장터,189522009,흰둥이노트북+무선마우스+초경량노트북+ 게이밍노트북삼성노트양산,게이밍 | 노트북,,1,pass,,,622000,판매중,https://m.bunjang.co.kr/products/189522009
게이밍 노트북,번개장터,340130277,MSI 게이밍 노트북 랩탑 RTX4060,게이밍 | 노트북,,1,pass,,,960000,판매중,https://m.bunjang.co.kr/products/340130277
게이밍 노트북,번개장터,408028676,GPD WIN Max 2 (6800U) 32GB+1TB 게이밍 노트북,게이밍 | 노트북,,1,pass,,,1000000,판매중,https://m.bunjang.co.kr/products/408028676
게이밍 노트북,번개장터,409409527,가성비 게이밍노트북 MSI GE62 GTX960/i7-8G 롤 오버워치,게이밍 | 노트북,,1,pass,,,280000,판매중,https://m.bunjang.co.kr/products/409409527
게이밍 노트북,번개장터,408800446,ASUS ROG STRIX 게이밍 노트북 5070ti  울트라 9 275,게이밍 | 노트북,,1,pass,,,3200000,판매중,https://m.bunjang.co.kr/products/408800446
게이밍 노트북,번개장터,409506644,4070 32gb 게이밍 노트북 팝니다,게이밍 | 노트북,,1,pass,,,1800000,판매중,https://m.bunjang.co.kr/products/409506644
게이밍 노트북,번개장터,408433603,"RTX3060 레노버 게이밍 노트북(16인치,QHD,165hz)",게이밍 | 노트북,,1,pass,,,935000,판매중,https://m.bunjang.co.kr/products/408433603
게이밍 노트북,번개장터,408406610,"RTX5050 LG 그램 게이밍 노트북(16인치,울트라7,32G)",게이밍 | 노트북,,1,pass,,,2750000,판매중,https://m.bunjang.co.kr/products/408406610
게이밍 노트북,번개장터,408400888,"RTX5080 아수스 게이밍 노트북(18인치,울트라9,64G)",게이밍 | 노트북,,1,pass,,,4840000,판매중,https://m.bunjang.co.kr/products/408400888
게이밍 노트북,번개장터,409505660,레노버 Legion5 15IRX9 i7 풀옵션 게이밍노트북,게이밍 | 노트북,,1,pass,,,1400000,판매중,https://m.bunjang.co.kr/products/409505660
게이밍 노트북,번개장터,409459419,최저가]기가바이트 15인치 게이밍노트북 에어로(i7-11/3060/램32,게이밍 | 노트북,,1,pass,,,890000,판매중,https://m.bunjang.co.kr/products/409459419
게이밍 노트북,번개장터,402577966,삼성 게이밍 노트북 오디세이 NT850XBD 판매합니다,게이밍 | 노트북,,1,pass,,,660000,판매중,https://m.bunjang.co.kr/products/402577966
게이밍 노트북,번개장터,408566609,삼성 nt850 오디세이 게이밍노트북,게이밍 | 노트북,,1,pass,,,590000,판매중,https://m.bunjang.co.kr/products/408566609
게이밍 노트북,번개장터,334512866,"새상품 파나소닉 터프북CF-33태블릿 노트북 판매합니다. 교환,교신가능",게이밍 | 노트북,게이밍,0,fail,,,2300000,판매중,https://m.bunjang.co.kr/products/334512866
게이밍 노트북,번개장터,409503084,A급 2020 구매 LG울트라PC 라이젠5/16GB/256GB 노트북,게이밍 | 노트북,게이밍,0,fail,,,499000,판매중,https://m.bunjang.co.kr/products/409503084
게이밍 노트북,번개장터,399487659,삼성 i5 게이밍 노트북,게이밍 | 노트북,,1,pass,,,180000,판매중,https://m.bunjang.co.kr/products/399487659
게이밍 노트북,번개장터,409098997,게이밍 노트북ASUS 터프15인치 라이젠7-4세대/8/512/1660ti,게이밍 | 노트북,,1,pass,,,699000,판매중,https://m.bunjang.co.kr/products/409098997
게이밍 노트북,번개장터,405949355,게이밍 노트북 HP오멘 슬림16 U7-225H/16/512/RTX5060,게이밍 | 노트북,,1,pass,,,1699900,판매중,https://m.bunjang.co.kr/products/405949355
게이밍 노트북,번개장터,322072772,LG 그램 갤럭시북.게이밍 노트북 매입합니다(당일매입),게이밍 | 노트북,,1,pass,,,999999,판매중,https://m.bunjang.co.kr/products/322072772
게이밍 노트북,번개장터,409291238,MSI 게이밍 노트북 카타나 i7 RTX 4060,게이밍 | 노트북,,1,pass,,,1100000,판매중,https://m.bunjang.co.kr/products/409291238
게이밍 노트북,번개장터,409500071,HP Victus 게이밍 노트북 Ryzen 5 7640HS 4060,게이밍 | 노트북,,1,pass,,,1000000,판매중,https://m.bunjang.co.kr/products/409500071
게이밍 노트북,번개장터,409499019,MSI Sword GF76 RTX4060 게이밍 노트북,게이밍 | 노트북,,1,pass,,,1200000,판매중,https://m.bunjang.co.kr/products/409499019
게이밍 노트북,번개장터,409498837,MSI Sword GF76 RTX4060 게이밍 노트북,게이밍 | 노트북,,1,pass,,,1200000,판매중,https://m.bunjang.co.kr/products/409498837
게이밍 노트북,번개장터,408659983,델 G15 고성능 게이밍노트북 라이젠7 RTX3060 로아 배그,게이밍 | 노트북,,1,pass,,,750000,판매중,https://m.bunjang.co.kr/products/408659983
게이밍 노트북,번개장터,404433950,MSI Thin 15 B13VE 게이밍 노트북 판매합니다,게이밍 | 노트북,,1,pass,,,850000,판매중,https://m.bunjang.co.kr/products/404433950
게이밍 노트북,번개장터,398672139,[15인치] RTX5060 HP OMEN 영상편집 게이밍 노트북,게이밍 | 노트북,,1,pass,,,1780000,판매중,https://m.bunjang.co.kr/products/398672139
게이밍 노트북,번개장터,403169790,레노버 i7 게이밍 노트북,게이밍 | 노트북,,1,pass,,,420000,판매중,https://m.bunjang.co.kr/products/403169790
게이밍 노트북,번개장터,389298928,삼성 오디세이 게이밍 노트북 NT800G5M GTX1050 4GB,게이밍 | 노트북,,1,pass,,,340000,판매중,https://m.bunjang.co.kr/products/389298928
게이밍 노트북,번개장터,409494099,MSI 하이엔드 17.3인치 라이젠9 게이밍 노트북/RTX4070,게이밍 | 노트북,,1,pass,,,1580000,판매중,https://m.bunjang.co.kr/products/409494099
게이밍 노트북,번개장터,409491840,레노버 게이밍3 PRO 고성능 게이밍 노트북/RTX3060,게이밍 | 노트북,,1,pass,,,880000,판매중,https://m.bunjang.co.kr/products/409491840
게이밍 노트북,번개장터,403971164,ASUS i7 게이밍 노트북,게이밍 | 노트북,,1,pass,,,270000,판매중,https://m.bunjang.co.kr/products/403971164
게이밍 노트북,번개장터,403206078,게이밍 노트북 레노버 리전5 5060,게이밍 | 노트북,,1,pass,,,1500000,판매중,https://m.bunjang.co.kr/products/403206078
게이밍 노트북,번개장터,399977571,고성능 HP 파빌리온 15 i5 11세대 게이밍 노트북,게이밍 | 노트북,,1,pass,,,625000,판매중,https://m.bunjang.co.kr/products/399977571
게이밍 노트북,번개장터,407987588,A급 레노버 아이디어패드5 프로 16인치  게이밍 노트북,게이밍 | 노트북,,1,pass,,,659000,판매중,https://m.bunjang.co.kr/products/407987588
게이밍 노트북,번개장터,398250433,[매입]게이밍노트북 맥북프로 맥북에어 M4 M3 미개봉최고가매입,게이밍 | 노트북,,1,pass,,,4850000,판매중,https://m.bunjang.co.kr/products/398250433
게이밍 노트북,번개장터,406634900,Razer Blade 16 2023 게이밍 노트북,게이밍 | 노트북,,1,pass,,,1800000,판매중,https://m.bunjang.co.kr/products/406634900
게이밍 노트북,번개장터,370526620,ASUS 게이밍 노트북,게이밍 | 노트북,,1,pass,,,400000,판매중,https://m.bunjang.co.kr/products/370526620
게이밍 노트북,번개장터,408910774,"17인치 고성능 i7 사무/게이밍 노트북(16GB,1.25B,새배터리)",게이밍 | 노트북,,1,pass,,,499000,판매중,https://m.bunjang.co.kr/products/408910774
게이밍 노트북,번개장터,409469649,asus 스트릭스 g17 rtx 4070 ddr5 64gb 게이밍 노트북,게이밍 | 노트북,,1,pass,,,1950000,판매중,https://m.bunjang.co.kr/products/409469649
게이밍 노트북,번개장터,407918273,레노버 리전 프로5 게이밍 영상편집 노트북 RTX 4070 i9,게이밍 | 노트북,,1,pass,,,1900000,판매중,https://m.bunjang.co.kr/products/407918273
게이밍 노트북,번개장터,407934485,에이수스 게이밍 노트북,게이밍 | 노트북,,1,pass,,,1030000,판매중,https://m.bunjang.co.kr/products/407934485
게이밍 노트북,번개장터,409465863,(RTX4060) 빅터스16 게이밍 노트북 판매합니다.,게이밍 | 노트북,,1,pass,,,970000,판매중,https://m.bunjang.co.kr/products/409465863
게이밍 노트북,번개장터,408481349,ASUS 게이밍 노트북 i5 7th 16G GTX1050 256+500G,게이밍 | 노트북,,1,pass,,,339000,판매중,https://m.bunjang.co.kr/products/408481349
게이밍 노트북,번개장터,405620294,MSI 게이밍 노트북 A10 R9 m290x 신품배터리 GX60 3CC,게이밍 | 노트북,,1,pass,,,179000,판매중,https://m.bunjang.co.kr/products/405620294
게이밍 노트북,번개장터,406194968,MSI Alpha 17 C7V 게이밍 노트북,게이밍 | 노트북,,1,pass,,,2000000,판매중,https://m.bunjang.co.kr/products/406194968
게이밍 노트북,번개장터,220892717,롤가능!!!> 슬림 LG15인치사무및게이밍노트북,게이밍 | 노트북,,1,pass,,,298000,판매중,https://m.bunjang.co.kr/products/220892717
게이밍 노트북,번개장터,407889797,msi 게이밍 노트북,게이밍 | 노트북,,1,pass,,,350000,판매중,https://m.bunjang.co.kr/products/407889797
게이밍 노트북,번개장터,408948042,게이밍 노트북 고장 부품 부품용 하자 g731,게이밍 | 노트북,,1,pass,,,200000,판매중,https://m.bunjang.co.kr/products/408948042
게이밍 노트북,번개장터,408406544,asus tuf 게이밍 노트북 8845hs 4060 512 16gb,게이밍 | 노트북,,1,pass,,,1089000,판매중,https://m.bunjang.co.kr/products/408406544
게이밍 노트북,번개장터,408434780,S급 ASUS 게이밍 노트북 R7 6800HS 48램 RTX3070TI,게이밍 | 노트북,,1,pass,,,1200000,판매중,https://m.bunjang.co.kr/products/408434780
게이밍 노트북,번개장터,409436808,MSI 사이보그 15 게이밍 노트북 RTX 5060,게이밍 | 노트북,,1,pass,,,1065000,판매중,https://m.bunjang.co.kr/products/409436808
게이밍 노트북,번개장터,179504327,HP 8G-SSD 256GB게이밍 노트북,게이밍 | 노트북,,1,pass,,,250000,판매중,https://m.bunjang.co.kr/products/179504327
게이밍 노트북,번개장터,156208451,삼성 15.6인치 게이밍노트북,게이밍 | 노트북,,1,pass,,,180000,판매중,https://m.bunjang.co.kr/products/156208451
게이밍 노트북,번개장터,405337735,[16인치] RTX5060 ASUS 영상편집 게이밍 노트북,게이밍 | 노트북,,1,pass,,,1760000,판매중,https://m.bunjang.co.kr/products/405337735
게이밍 노트북,번개장터,408713384,"델 게이밍 노트북 13900hx, rtx4070, ddr5 16gb, 2",게이밍 | 노트북,,1,pass,,,1455000,판매중,https://m.bunjang.co.kr/products/408713384
게이밍 노트북,번개장터,407923912,에이서 헬리오스 네오 16(rtx 5070ti)/ 게이밍 노트북,게이밍 | 노트북,,1,pass,,,2480000,판매중,https://m.bunjang.co.kr/products/407923912
게이밍 노트북,번개장터,409014659,게이밍노트북 한성 15인치 i7 7세대 엑셀한글 파워포인트,게이밍 | 노트북,,1,pass,,,400000,판매중,https://m.bunjang.co.kr/products/409014659
게이밍 노트북,번개장터,358411354,롤가능!!>라이젠3 레노버15인치게이밍노트북,게이밍 | 노트북,,1,pass,,,308000,판매중,https://m.bunjang.co.kr/products/358411354
게이밍 노트북,번개장터,344798351,롤피파가능!!젠북>아수스14인치게이밍노트북,게이밍 | 노트북,,1,pass,,,360000,판매중,https://m.bunjang.co.kr/products/344798351
게이밍 노트북,번개장터,304125158,240hz RTX3060 ASUS ROG G17 고성능 게이밍노트북 S급,게이밍 | 노트북,,1,pass,,,969000,판매중,https://m.bunjang.co.kr/products/304125158
게이밍 노트북,번개장터,408170548,한성컴퓨터 보스몬스터 게이밍노트북 DDR4 16GB / 256GB,게이밍 | 노트북,,1,pass,,,350000,판매중,https://m.bunjang.co.kr/products/408170548
게이밍 노트북,번개장터,399048405,삼성 i7 게이밍  노트북,게이밍 | 노트북,,1,pass,,,280000,판매중,https://m.bunjang.co.kr/products/399048405
게이밍 노트북,번개장터,409411128,DELL 델 g5 15 5590 게이밍 노트북,게이밍 | 노트북,,1,pass,,,450000,판매중,https://m.bunjang.co.kr/products/409411128
게이밍 노트북,번개장터,406508194,"RTX3060 레노버 리전 게이밍 노트북(QHD,165hz)",게이밍 | 노트북,,1,pass,,,935000,판매중,https://m.bunjang.co.kr/products/406508194
게이밍 노트북,번개장터,406504183,RTX4060 아수스 비보북 게이밍 노트북(120hz),게이밍 | 노트북,,1,pass,,,1045000,판매중,https://m.bunjang.co.kr/products/406504183
게이밍 노트북,번개장터,407773613,"RTX5080 msi 게이밍 노트북(18인치,라이젠9,QHD)",게이밍 | 노트북,,1,pass,,,4400000,판매중,https://m.bunjang.co.kr/products/407773613
게이밍 노트북,번개장터,407771205,"RTX5060 HP 오멘 게이밍 노트북(14세대,16인치,QHD)",게이밍 | 노트북,,1,pass,,,1628000,판매중,https://m.bunjang.co.kr/products/407771205
게이밍 노트북,번개장터,408108736,2025 HP OMEN MAX 5070ti 게이밍노트북,게이밍 | 노트북,,1,pass,,,2250000,판매중,https://m.bunjang.co.kr/products/408108736
게이밍 노트북,번개장터,409406766,msi.  게이밍 노트북  i7-4720hq  gtx-970,게이밍 | 노트북,,1,pass,,,175000,판매중,https://m.bunjang.co.kr/products/409406766
게이밍 노트북,번개장터,385351386,MSI 스텔스 A16 AMG AI+ 에디션 게이밍 노트북,게이밍 | 노트북,,1,pass,,,2700000,판매중,https://m.bunjang.co.kr/products/385351386
게이밍 노트북,번개장터,409402152,HP 빅터스 16 게이밍노트북 RTX4060,게이밍 | 노트북,,1,pass,,,999000,판매중,https://m.bunjang.co.kr/products/409402152
게이밍 노트북,번개장터,409158525,한성 TFG155 15인치 게이밍 노트북 판매합니다.,게이밍 | 노트북,,1,pass,,,450000,판매중,https://m.bunjang.co.kr/products/409158525
게이밍 노트북,번개장터,395666091,빅터스16 16인치 게이밍 노트북 판매합니다.,게이밍 | 노트북,,1,pass,,,830000,판매중,https://m.bunjang.co.kr/products/395666091
게이밍 노트북,번개장터,398304837,ASUS ROG STRIX G18 18인치 게이밍 노트북 판매합니다.,게이밍 | 노트북,,1,pass,,,1600000,판매중,https://m.bunjang.co.kr/products/398304837
게이밍 노트북,번개장터,409021438,에이수스 asus tuf a15 라이젠7 게이밍노트북,게이밍 | 노트북,,1,pass,,,725000,판매중,https://m.bunjang.co.kr/products/409021438
게이밍 노트북,번개장터,409317238,HP OMEN ShadowBlack 게이밍 노트북,게이밍 | 노트북,,1,pass,,,1850000,판매중,https://m.bunjang.co.kr/products/409317238
게이밍 노트북,번개장터,239919094,GTX1050!!>고사양 삼성15인치게이밍노트북,게이밍 | 노트북,,1,pass,,,568000,판매중,https://m.bunjang.co.kr/products/239919094
게이밍 노트북,번개장터,407981147,acer 4060 32g ram 1tb ssd 게이밍 노트북,게이밍 | 노트북,,1,pass,,,1200000,판매중,https://m.bunjang.co.kr/products/407981147
게이밍 노트북,번개장터,409231916,오멘 맥스16 게이밍 노트북(ak0087AX) 판매,게이밍 | 노트북,,1,pass,,,3100000,판매중,https://m.bunjang.co.kr/products/409231916
게이밍 노트북,번개장터,409382086,HP 오멘16 게이밍 노트북 i7 RTX5060,게이밍 | 노트북,,1,pass,,,2600000,판매중,https://m.bunjang.co.kr/products/409382086
게이밍 노트북,번개장터,397626934,MSI 2024 스워드 17 HX 코어i9 인텔 14세대 게이밍노트북,게이밍 | 노트북,,1,pass,,,2950000,판매중,https://m.bunjang.co.kr/products/397626934
게이밍 노트북,번개장터,398590249,msi 게이밍노트북 부품용으로 가져가세요^^!!,게이밍 | 노트북,,1,pass,,,200000,판매중,https://m.bunjang.co.kr/products/398590249
게이밍 노트북,번개장터,409375580,게이밍 노트북,게이밍 | 노트북,,1,pass,,,480000,판매중,https://m.bunjang.co.kr/products/409375580
게이밍 노트북,번개장터,409373921,"고성능 i7 사무/게이밍 노트북(16GB,1.25B,새배터리)",게이밍 | 노트북,,1,pass,,,429000,판매중,https://m.bunjang.co.kr/products/409373921
게이밍 노트북,번개장터,331910099,한성 17인치 게이밍 노트북,게이밍 | 노트북,,1,pass,,,330000,판매중,https://m.bunjang.co.kr/products/331910099
게이밍 노트북,번개장터,406991321,LG 게이밍 노트북 i7-4세대,게이밍 | 노트북,,1,pass,,,340000,판매중,https://m.bunjang.co.kr/products/406991321
게이밍 노트북,번개장터,402179850,한성 게이밍 노트북 i7-4712,게이밍 | 노트북,,1,pass,,,330000,판매중,https://m.bunjang.co.kr/products/402179850
게이밍 노트북,번개장터,398761875,아수스 게이밍 노트북 i7-8550,게이밍 | 노트북,,1,pass,,,430000,판매중,https://m.bunjang.co.kr/products/398761875
게이밍 노트북,번개장터,398429739,델  게이밍 노트북 GTX 960,게이밍 | 노트북,,1,pass,,,330000,판매중,https://m.bunjang.co.kr/products/398429739
게이밍 노트북,번개장터,397543302,게이밍 노트북 GTX 860 i7-4세대 17인치,게이밍 | 노트북,,1,pass,,,350000,판매중,https://m.bunjang.co.kr/products/397543302
게이밍 노트북,번개장터,395213252,화웨이 메이트14 i7-8565 게이밍 노트북,게이밍 | 노트북,,1,pass,,,540000,판매중,https://m.bunjang.co.kr/products/395213252
게이밍 노트북,번개장터,401589343,델 XPS 게이밍 노트북 i7 GTX960,게이밍 | 노트북,,1,pass,,,450000,판매중,https://m.bunjang.co.kr/products/401589343
게이밍 노트북,번개장터,402505748,아수스 게이밍 노트북 GTX960,게이밍 | 노트북,,1,pass,,,460000,판매중,https://m.bunjang.co.kr/products/402505748
게이밍 노트북,번개장터,404975766,아수스 게이밍 노트북 i7,게이밍 | 노트북,,1,pass,,,320000,판매중,https://m.bunjang.co.kr/products/404975766
게이밍 노트북,번개장터,409303345,LG 노트북  게이밍 i5,게이밍 | 노트북,,1,pass,,,360000,판매중,https://m.bunjang.co.kr/products/409303345
게이밍 노트북,번개장터,401820087,"RTX4060 HP 오멘 게이밍 노트북(울트라7,14인치,2.8k)",게이밍 | 노트북,,1,pass,,,1155000,판매중,https://m.bunjang.co.kr/products/401820087
게이밍 노트북,번개장터,393624111,"HP 파빌리온 고성능 i7 게이밍 노트북/GTX1660Ti,1.25T",게이밍 | 노트북,,1,pass,,,780000,판매중,https://m.bunjang.co.kr/products/393624111
게이밍 노트북,번개장터,405041201,"레노버 리전 Y540 게이밍 노트북/i7,GTX1660Ti",게이밍 | 노트북,,1,pass,,,780000,판매중,https://m.bunjang.co.kr/products/405041201
게이밍 노트북,번개장터,402675971,한성 X5967T i7 고성능 게이밍 노트북/GTX1660Ti,게이밍 | 노트북,,1,pass,,,780000,판매중,https://m.bunjang.co.kr/products/402675971
게이밍 노트북,번개장터,394283045,"HP 최신 빅터스 AI 게이밍 노트북/라이젠,RTX5060",게이밍 | 노트북,,1,pass,,,1580000,판매중,https://m.bunjang.co.kr/products/394283045
게이밍 노트북,번개장터,406743268,보스몬스터 GTX63 RTX4060 i9 13세대 게이밍 노트북,게이밍 | 노트북,,1,pass,,,1259000,판매중,https://m.bunjang.co.kr/products/406743268
게이밍 노트북,번개장터,403494532,델 에일리언웨어 M15 i7 12700H RTX3060 게이밍 노트북,게이밍 | 노트북,,1,pass,,,1199000,판매중,https://m.bunjang.co.kr/products/403494532
게이밍 노트북,번개장터,400141112,"기가바이트 고성능 게이밍 노트북/라이젠9,RTX3070",게이밍 | 노트북,,1,pass,,,1150000,판매중,https://m.bunjang.co.kr/products/400141112
게이밍 노트북,번개장터,344322528,레노버 i7 게이밍 노트북,게이밍 | 노트북,,1,pass,,,300000,판매중,https://m.bunjang.co.kr/products/344322528
게이밍 노트북,번개장터,401399290,HP 빅터스 15 게이밍 노트북 거의새것,게이밍 | 노트북,,1,pass,,,990000,판매중,https://m.bunjang.co.kr/products/401399290
게이밍 노트북,번개장터,403460428,아수스 i7-10870H 16G GTX1650Ti 게이밍노트북 팝니다,게이밍 | 노트북,,1,pass,,,730000,판매중,https://m.bunjang.co.kr/products/403460428
게이밍 노트북,번개장터,409355693,[최저가]HP 16인치 게이밍노트북 오멘(6800H/3070Ti/1TB),게이밍 | 노트북,,1,pass,,,1150000,예약중,https://m.bunjang.co.kr/products/409355693
게이밍 노트북,번개장터,408860640,[미개봉]HP OMEM MAX 16 5070Ti 게이밍노트북 판매합니다,게이밍 | 노트북,,1,pass,,,3100000,판매중,https://m.bunjang.co.kr/products/408860640
