keyword,platform,pid,name,price,status,description,image_url,link,date,normalized_title,brand,model_name,product_type,is_accessory,storage_gb
갤럭시,번개장터,406415681,갤럭시워치8 40mm 단순개봉 촬영용 새상품,210000,판매중,,https://media.bunjang.co.kr/product/406415681_1_1778069639_w{res}.jpg,https://m.bunjang.co.kr/products/406415681,2026-05-06 21:13,갤럭시워치8 40mm 단순개봉 촬영용,삼성,,PHONE,N,
갤럭시,번개장터,406415582,[매입]미개봉 LG그램 갤럭시북 맥북 기업용 대량매입 게이밍 노트북,3000000,판매중,,https://media.bunjang.co.kr/product/406415582_1_1778069609_w{res}.jpg,https://m.bunjang.co.kr/products/406415582,2026-05-06 21:13,[매입] lg그램 갤럭시북 맥북 기업용 대량매입 게이밍 노트북,삼성,맥북,PHONE,N,
갤럭시,번개장터,406415346,갤럭시 A530블랙 정상공기기 중고폰,55000,판매중,,https://media.bunjang.co.kr/product/406415346_1_1778069539_w{res}.jpg,https://m.bunjang.co.kr/products/406415346,2026-05-06 21:12,갤럭시 a530블랙 정상공기기 중고폰,삼성,,PHONE,N,
갤럭시,번개장터,406415190,"삼성전자 갤럭시탭 S10 FE 128GB, Wi-Fi, 라이트 블루 판매",570000,판매중,,https://media.bunjang.co.kr/product/406415190_1_1778069493_w{res}.jpg,https://m.bunjang.co.kr/products/406415190,2026-05-06 21:11,"삼성전자 갤럭시탭 s10 fe 128gb, wi-fi, 라이트 블루",삼성,,PHONE,N,128.0
갤럭시,번개장터,404308836,AA급)무잔상 갤럭시 S23FE 256기가 블랙 부산,318000,판매중,,https://media.bunjang.co.kr/product/404308836_1_1777265809_w{res}.jpg,https://m.bunjang.co.kr/products/404308836,2026-05-06 21:11,aa급)무잔상 갤럭시 s23fe 256기가 블랙 부산,삼성,갤럭시 s23,PHONE,N,256.0
갤럭시,번개장터,402907081,AA급)무잔상 갤럭시 Z플립6 256기가 민트 부산,470000,판매중,,https://media.bunjang.co.kr/product/402907081_1_1776674372_w{res}.jpg,https://m.bunjang.co.kr/products/402907081,2026-05-06 21:11,aa급)무잔상 갤럭시 z플립6 256기가 민트 부산,삼성,갤럭시 z플립6,PHONE,N,256.0
갤럭시,번개장터,400196822,S급)무잔상 갤럭시 S25 256기가 그레이 부산,727000,판매중,,https://media.bunjang.co.kr/product/400196822_1_1776830139_w{res}.jpg,https://m.bunjang.co.kr/products/400196822,2026-05-06 21:11,s급)무잔상 갤럭시 s25 256기가 그레이 부산,삼성,갤럭시 s25,PHONE,N,256.0
갤럭시,번개장터,397138218,AA급)무잔상 갤럭시 S22 256기가 화이트 부산,255000,판매중,,https://media.bunjang.co.kr/product/397138218_1_1776317467_w{res}.jpg,https://m.bunjang.co.kr/products/397138218,2026-05-06 21:11,aa급)무잔상 갤럭시 s22 256기가 화이트 부산,삼성,갤럭시 s22,PHONE,N,256.0
갤럭시,번개장터,391590826,AA급)자급제 무잔상 갤럭시 S21 256기가 블랙 부산,219000,판매중,,https://media.bunjang.co.kr/product/391590826_1_1772017881_w{res}.jpg,https://m.bunjang.co.kr/products/391590826,2026-05-06 21:11,aa급)자급제 무잔상 갤럭시 s21 256기가 블랙 부산,삼성,갤럭시 s21,PHONE,N,256.0
갤럭시,번개장터,406338363,갤럭시 s26 512g skt 블랙 새상품 팝니다,1050000,판매중,,https://media.bunjang.co.kr/product/406338363_1_1778059265_w{res}.jpg,https://m.bunjang.co.kr/products/406338363,2026-05-06 21:10,갤럭시 s26 512g skt 블랙,삼성,갤럭시 s26,PHONE,N,
갤럭시,번개장터,405150244,슈처마리오 갤럭시 아트카드,8000,판매중,,https://media.bunjang.co.kr/product/405150244_1_1777617659_w{res}.jpg,https://m.bunjang.co.kr/products/405150244,2026-05-06 21:10,슈처마리오 갤럭시 아트카드,삼성,,PHONE,N,
갤럭시,번개장터,406414759,S급 삼성 갤럭시S10E 엘로우 팝니다 할인가능,165000,판매중,,https://media.bunjang.co.kr/product/406414759_1_1778069371_w{res}.jpg,https://m.bunjang.co.kr/products/406414759,2026-05-06 21:09,s급 삼성 갤럭시s10e 엘로우 할인,삼성,갤럭시 s10,PHONE,N,
갤럭시,번개장터,291996179,갤럭시 탭s8 플러스 (삼성 정품 키보드 포함),950000,판매중,,https://media.bunjang.co.kr/product/291996179_1_1777383104_w{res}.jpg,https://m.bunjang.co.kr/products/291996179,2026-05-06 21:09,갤럭시 탭s8 플러스 (삼성 키보드 포함),삼성,,PHONE,N,
갤럭시,번개장터,406414655,리퍼급]갤럭시S23FE 크림 최고등급 공기계 리퍼급,330000,판매중,,https://media.bunjang.co.kr/product/406414655_1_1778069338_w{res}.jpg,https://m.bunjang.co.kr/products/406414655,2026-05-06 21:08,리퍼급]갤럭시s23fe 크림 최고등급 공기계 리퍼급,삼성,갤럭시 s23,PHONE,N,
갤럭시,번개장터,406414573,코끼리리빙 스마트폰 거치대 태블릿 스탠드,10000,판매중,,https://media.bunjang.co.kr/product/406414573_1_1778069313_w{res}.jpg,https://m.bunjang.co.kr/products/406414573,2026-05-06 21:08,코끼리리빙 스마트폰 거치대 태블릿 스탠드,,,STAND,Y,
갤럭시,번개장터,406414547,갤럭시 A15블랙 정상공기기 중고폰,115000,판매중,,https://media.bunjang.co.kr/product/406414547_1_1778069307_w{res}.jpg,https://m.bunjang.co.kr/products/406414547,2026-05-06 21:08,갤럭시 a15블랙 정상공기기 중고폰,삼성,,PHONE,N,
갤럭시,번개장터,406412236,삼성 갤럭시 버즈2 라벤더 중고판매,75000,판매중,,https://media.bunjang.co.kr/product/406412236_1_1778069347_w{res}.jpg,https://m.bunjang.co.kr/products/406412236,2026-05-06 21:08,삼성 갤럭시 버즈2 라벤더 중고,삼성,,PHONE,N,
갤럭시,번개장터,406369403,갤럭시 A36 화이트 정상해지 공기계 풀박스,370000,판매중,,https://media.bunjang.co.kr/product/406369403_1_1778057531_w{res}.jpg,https://m.bunjang.co.kr/products/406369403,2026-05-06 21:08,갤럭시 a36 화이트 정상해지 공기계 스,삼성,,PHONE,N,
갤럭시,번개장터,406414406,갤럭시워치8 클래식,350000,판매중,,https://media.bunjang.co.kr/product/406414406_1_1778069267_w{res}.jpg,https://m.bunjang.co.kr/products/406414406,2026-05-06 21:07,갤럭시워치8 클래식,삼성,,PHONE,N,
갤럭시,번개장터,406414358,[미개봉] 삼성 갤럭시 버즈3fe 판매,95000,판매중,,https://media.bunjang.co.kr/product/406414358_1_1778069255_w{res}.jpg,https://m.bunjang.co.kr/products/406414358,2026-05-06 21:07,[] 삼성 갤럭시 버즈3fe,삼성,,PHONE,N,
갤럭시,번개장터,406279969,CGV 슈퍼 마리오 갤럭시 예매 / 관람권,9000,판매중,,https://media.bunjang.co.kr/product/406279969_1_1778029677_w{res}.jpg,https://m.bunjang.co.kr/products/406279969,2026-05-06 21:07,cgv 슈퍼 마리오 갤럭시 예매 / 관람권,삼성,,PHONE,N,
갤럭시,번개장터,404167551,갤럭시 버즈 3 본체 + 슈피겐 케이스,40000,판매중,,https://media.bunjang.co.kr/product/404167551_1_1778069112_w{res}.jpg,https://m.bunjang.co.kr/products/404167551,2026-05-06 21:06,갤럭시 버즈 3 본체 + 슈피겐 케이스,삼성,,CASE,Y,
갤럭시,번개장터,399776408,갤럭시줌4 갤럭시줌S4,280000,판매중,,https://media.bunjang.co.kr/product/399776408_1_1778039255_w{res}.jpg,https://m.bunjang.co.kr/products/399776408,2026-05-06 21:06,갤럭시줌4 갤럭시줌s4,삼성,,PHONE,N,
갤럭시,번개장터,381028666,갤럭시 울트라 대여해드립니다 더보이즈 투어스,20000,판매중,,https://media.bunjang.co.kr/product/381028666_1_1777103733_w{res}.jpg,https://m.bunjang.co.kr/products/381028666,2026-05-06 21:06,갤럭시 울트라 대여해드립니다 더보이즈 투어스,삼성,,PHONE,N,
갤럭시,번개장터,380415826,갤럭시 s25 울트라 대여 해드립니다 투어스 라이즈 메가콘,19000,판매중,,https://media.bunjang.co.kr/product/380415826_1_1777179276_w{res}.jpg,https://m.bunjang.co.kr/products/380415826,2026-05-06 21:06,갤럭시 s25 울트라 대여 해드립니다 투어스 라이즈 메가콘,삼성,갤럭시 s25,PHONE,N,
갤럭시,번개장터,406183468,미개봉 갤럭시 버즈4 프로 블랙+투명케이스 새상품 삼성 블루투스 이어폰,340000,판매중,,https://media.bunjang.co.kr/product/406183468_1_1777982195_w{res}.jpg,https://m.bunjang.co.kr/products/406183468,2026-05-06 21:06,갤럭시 버즈4 프로 블랙+투명케이스 삼성 블루투스 이어폰,삼성,,CASE,Y,
갤럭시,번개장터,405456208,GALAXY 남성 점퍼,60000,판매중,,https://media.bunjang.co.kr/product/405456208_1_1777732249_w{res}.jpg,https://m.bunjang.co.kr/products/405456208,2026-05-06 21:06,galaxy 남성 점퍼,삼성,,UNKNOWN,N,
갤럭시,번개장터,406413959,SSS급) 갤럭시 S25 엣지 256GB 판매,735000,판매중,,https://media.bunjang.co.kr/product/406413959_1_1778069143_w{res}.jpg,https://m.bunjang.co.kr/products/406413959,2026-05-06 21:05,sss급) 갤럭시 s25 엣지 256gb,삼성,갤럭시 s25,PHONE,N,256.0
갤럭시,번개장터,402077906,삼성 갤럭시 홈미니 스피커 SM-V310,55000,판매중,,https://media.bunjang.co.kr/product/402077906_1_1776348829_w{res}.jpg,https://m.bunjang.co.kr/products/402077906,2026-05-06 21:05,삼성 갤럭시 홈미니 스피커 sm-v310,삼성,,PHONE,N,
갤럭시,번개장터,406413859,명조 치사 갤럭시 마그넷 스탠드 월렛 지갑 미개봉,62000,판매중,,https://media.bunjang.co.kr/product/406413859_1_1778069116_w{res}.jpg,https://m.bunjang.co.kr/products/406413859,2026-05-06 21:05,명조 치사 갤럭시 마그넷 스탠드 월렛 지갑,삼성,,PHONE,N,
갤럭시,번개장터,351537795,"삼성 갤럭시 워치8,스트랩밴드, 스포츠밴드 삼성정품 실리콘",20000,판매중,,https://media.bunjang.co.kr/product/351537795_1_1769123948_w{res}.jpg,https://m.bunjang.co.kr/products/351537795,2026-05-06 21:04,"삼성 갤럭시 워치8,스트랩밴드, 스포츠밴드 삼성 실리콘",삼성,,STRAP,Y,
갤럭시,번개장터,406413686,갤럭시 S22플러스 화이트 무잔상 정상공기기 중고폰,200000,판매중,,https://media.bunjang.co.kr/product/406413686_1_1778069074_w{res}.jpg,https://m.bunjang.co.kr/products/406413686,2026-05-06 21:04,갤럭시 s22플러스 화이트 무잔상 정상공기기 중고폰,삼성,갤럭시 s22,PHONE,N,
갤럭시,번개장터,405299306,갤럭시s26울트라 케이스티파이,70000,판매중,,https://media.bunjang.co.kr/product/405299306_1_1777940040_w{res}.jpg,https://m.bunjang.co.kr/products/405299306,2026-05-06 21:04,갤럭시s26울트라 케이스티파이,삼성,갤럭시 s26,CASE,Y,
갤럭시,번개장터,393785493,삼성 15W 무선 충전거치대 판매,40000,판매중,,https://media.bunjang.co.kr/product/393785493_1_1772887718_w{res}.jpg,https://m.bunjang.co.kr/products/393785493,2026-05-06 21:03,삼성 15w 무선 충전거치대,,,STAND,Y,
갤럭시,번개장터,406413511,갤럭시s26울트라 자급제 1테라 급처분요^^,2000000,판매중,,https://media.bunjang.co.kr/product/406413511_1_1778069024_w{res}.jpg,https://m.bunjang.co.kr/products/406413511,2026-05-06 21:03,갤럭시s26울트라 자급제 1테라 분요^^,삼성,갤럭시 s26,PHONE,N,
갤럭시,번개장터,402237662,갤럭시 노트10플러스 256gb 12RAM 아우라글로우,150000,판매중,,https://media.bunjang.co.kr/product/402237662_1_1776424693_w{res}.jpg,https://m.bunjang.co.kr/products/402237662,2026-05-06 21:01,갤럭시 노트10플러스 256gb 12ram 아우라글로우,삼성,갤럭시 노트10,PHONE,N,256.0
갤럭시,번개장터,406413072,[리퍼급]갤럭시S21 최상급컨디션 256G 핑크 공기계 중고폰,229000,판매중,,https://media.bunjang.co.kr/product/406413072_1_1778068905_w{res}.jpg,https://m.bunjang.co.kr/products/406413072,2026-05-06 21:01,[리퍼급]갤럭시s21 최상급컨디션 256g 핑크 공기계 중고폰,삼성,갤럭시 s21,PHONE,N,
갤럭시,번개장터,405024680,갤럭시 폴드6 1테라 실버 ss,1100000,판매중,,https://media.bunjang.co.kr/product/405024680_1_1777985536_w{res}.jpg,https://m.bunjang.co.kr/products/405024680,2026-05-06 21:01,갤럭시 폴드6 1테라 실버 ss,삼성,갤럭시 폴드6,PHONE,N,
갤럭시,번개장터,405096642,(단순개봉)갤럭시탭 s11 5g 128기가 그레이,1000000,판매중,,https://media.bunjang.co.kr/product/405096642_1_1777599306_w{res}.jpg,https://m.bunjang.co.kr/products/405096642,2026-05-06 21:01,(단순개봉)갤럭시탭 s11 5g 128기가 그레이,삼성,,PHONE,N,128.0
갤럭시,번개장터,406412842,갤럭시 S22블랙 정상공기기 중고폰,180000,판매중,,https://media.bunjang.co.kr/product/406412842_1_1778068842_w{res}.jpg,https://m.bunjang.co.kr/products/406412842,2026-05-06 21:00,갤럭시 s22블랙 정상공기기 중고폰,삼성,갤럭시 s22,PHONE,N,
갤럭시,번개장터,404284205,갤럭시 버즈 2 무선 이어폰,70000,판매중,,https://media.bunjang.co.kr/product/404284205_1_1777256704_w{res}.jpg,https://m.bunjang.co.kr/products/404284205,2026-05-06 21:00,갤럭시 버즈 2 무선 이어폰,삼성,,PHONE,N,
갤럭시,번개장터,386522035,삽니다)중고폰 아이폰 갤럭시 아이폰14 아이폰13 침수폰 파손폰 매입,400000,판매중,,https://media.bunjang.co.kr/product/386522035_1_1776915443_w{res}.jpg,https://m.bunjang.co.kr/products/386522035,2026-05-06 21:00,)중고폰 아이폰 갤럭시 아이폰14 아이폰13 침수폰 파손폰 매입,애플,아이폰 14,PHONE,N,
갤럭시,번개장터,406053901,삼성 갤럭시 버디2 라이트 블루 A급 모델팝니다.,100000,판매중,,https://media.bunjang.co.kr/product/406053901_1_1777946072_w{res}.jpg,https://m.bunjang.co.kr/products/406053901,2026-05-06 21:00,삼성 갤럭시 버디2 라이트 블루 a급 모델.,삼성,,PHONE,N,
갤럭시,번개장터,406052482,삼성 갤럭시버디3 옐로우 색상 팝니다.,70000,판매중,,https://media.bunjang.co.kr/product/406052482_1_1777996885_w{res}.jpg,https://m.bunjang.co.kr/products/406052482,2026-05-06 21:00,삼성 갤럭시버디3 옐로우 색상 .,삼성,,PHONE,N,
갤럭시,번개장터,406412760,명조 갤럭시s26 울트라 치사에디션 핸드폰 케이스 미개봉,70650,판매중,,https://media.bunjang.co.kr/product/406412760_1_1778069313_w{res}.jpg,https://m.bunjang.co.kr/products/406412760,2026-05-06 21:00,명조 갤럭시s26 울트라 치사에디션 핸드폰 케이스,삼성,갤럭시 s26,CASE,Y,
갤럭시,번개장터,406051995,삼성 갤럭시S21 256GB 화이트 깨끗한모델 팝니다.,170000,판매중,,https://media.bunjang.co.kr/product/406051995_1_1777996874_w{res}.jpg,https://m.bunjang.co.kr/products/406051995,2026-05-06 21:00,삼성 갤럭시s21 256gb 화이트 한모델 .,삼성,갤럭시 s21,PHONE,N,256.0
갤럭시,번개장터,406051657,삼성 갤럭시A16 라이트그레이 색상팝니다.,140000,판매중,,https://media.bunjang.co.kr/product/406051657_1_1777996864_w{res}.jpg,https://m.bunjang.co.kr/products/406051657,2026-05-06 21:00,삼성 갤럭시a16 라이트그레이 색상.,삼성,,PHONE,N,
갤럭시,번개장터,406373681,갤럭시워치6 실버44mm,95000,판매중,,https://media.bunjang.co.kr/product/406373681_1_1778065432_w{res}.jpg,https://m.bunjang.co.kr/products/406373681,2026-05-06 21:00,갤럭시워치6 실버44mm,삼성,,PHONE,N,
갤럭시,번개장터,406298986,갤럭시 s26 256 미개봉 화이트,1020000,판매중,,https://media.bunjang.co.kr/product/406298986_1_1778066394_w{res}.jpg,https://m.bunjang.co.kr/products/406298986,2026-05-06 21:00,갤럭시 s26 256 화이트,삼성,갤럭시 s26,PHONE,N,
갤럭시,번개장터,405810397,아이폰16 프로 256G.상태최상,1120000,판매중,,https://media.bunjang.co.kr/product/405810397_1_1777853968_w{res}.jpg,https://m.bunjang.co.kr/products/405810397,2026-05-06 21:00,아이폰16 프로 256g.상태최상,애플,아이폰 16 프로,PHONE,N,
갤럭시,번개장터,403789649,삽니다 맥북 프로 에어 맥미니 아이맥 아이패드 갤럭시탭 노트북,7000000,판매중,,https://media.bunjang.co.kr/product/403789649_1_1777443752_w{res}.jpg,https://m.bunjang.co.kr/products/403789649,2026-05-06 21:00,맥북 프로 에어 맥미니 아이맥 아이패드 갤럭시탭 노트북,삼성,맥북 프로,PHONE,N,
갤럭시,번개장터,400045431,갤럭시 폴드6,670000,판매중,,https://media.bunjang.co.kr/product/400045431_1_1777806493_w{res}.jpg,https://m.bunjang.co.kr/products/400045431,2026-05-06 21:00,갤럭시 폴드6,삼성,갤럭시 폴드6,PHONE,N,
갤럭시,번개장터,398661630,갤럭시탭 S9 FE+ 미개봉(케이스포함),580000,판매중,,https://media.bunjang.co.kr/product/398661630_1_1776768989_w{res}.jpg,https://m.bunjang.co.kr/products/398661630,2026-05-06 21:00,갤럭시탭 s9 fe+ (케이스포함),삼성,,CASE,Y,
갤럭시,번개장터,394166674,"[미사용/새상품] 갤럭시Z폴드7 재고정리 할인 [S23,24,25,26]",1150000,판매중,,https://media.bunjang.co.kr/product/394166674_1_1773288441_w{res}.jpg,https://m.bunjang.co.kr/products/394166674,2026-05-06 21:00,"[미사용/] 갤럭시z폴드7 재고정리 할인 [s23,24,25,26]",삼성,갤럭시 z폴드7,PHONE,N,
갤럭시,번개장터,394166342,"[미사용/새상품] 갤럭시Z플립7 재고정리 할인 [S23,24,25,26]",160000,판매중,,https://media.bunjang.co.kr/product/394166342_1_1773288484_w{res}.jpg,https://m.bunjang.co.kr/products/394166342,2026-05-06 21:00,"[미사용/] 갤럭시z플립7 재고정리 할인 [s23,24,25,26]",삼성,갤럭시 z플립7,PHONE,N,
갤럭시,번개장터,394164692,"[미사용/새상품]갤럭시S25엣지 재고정리 할인 [23,24,26,플립7]",170000,판매중,,https://media.bunjang.co.kr/product/394164692_1_1773288597_w{res}.jpg,https://m.bunjang.co.kr/products/394164692,2026-05-06 21:00,"[미사용/]갤럭시s25엣지 재고정리 할인 [23,24,26,플립7]",삼성,갤럭시 s25,PHONE,N,
갤럭시,번개장터,394163027,"[미사용/새상품]갤럭시S25울트라 재고정리 할인[23,24,26,플립7]",490000,판매중,,https://media.bunjang.co.kr/product/394163027_1_1777877137_w{res}.jpg,https://m.bunjang.co.kr/products/394163027,2026-05-06 21:00,"[미사용/]갤럭시s25울트라 재고정리 할인[23,24,26,플립7]",삼성,갤럭시 s25,PHONE,N,
갤럭시,번개장터,394162001,"[미사용/새상품] 갤럭시S25 재고정리 할인 [23,24,26,Z플립7]",60000,판매중,,https://media.bunjang.co.kr/product/394162001_1_1777877105_w{res}.jpg,https://m.bunjang.co.kr/products/394162001,2026-05-06 21:00,"[미사용/] 갤럭시s25 재고정리 할인 [23,24,26,z플립7]",삼성,갤럭시 s25,PHONE,N,
갤럭시,번개장터,403336240,갤럭시 버즈 프로 2 매일우유 케이스 삼성,10000,판매중,,https://media.bunjang.co.kr/product/403336240_1_1777698088_w{res}.jpg,https://m.bunjang.co.kr/products/403336240,2026-05-06 20:59,갤럭시 버즈 프로 2 매일우유 케이스 삼성,삼성,,CASE,Y,
갤럭시,번개장터,406412492,갤럭시탭 s9fe 판매합니다,450000,판매중,,https://media.bunjang.co.kr/product/406412492_1_1778068754_w{res}.jpg,https://m.bunjang.co.kr/products/406412492,2026-05-06 20:59,갤럭시탭 s9fe,삼성,,PHONE,N,
갤럭시,번개장터,404110179,갤럭시탭 S8+ wifi 128G 실버 부품용,150000,판매중,,https://media.bunjang.co.kr/product/404110179_1_1778068690_w{res}.jpg,https://m.bunjang.co.kr/products/404110179,2026-05-06 20:59,갤럭시탭 s8+ wifi 128g 실버 부품용,삼성,,PHONE,N,
갤럭시,번개장터,406412432,삼성 갤럭시 버즈4 프로 미개봉 새상품,320000,판매중,,https://media.bunjang.co.kr/product/406412432_1_1778068735_w{res}.jpg,https://m.bunjang.co.kr/products/406412432,2026-05-06 20:58,삼성 갤럭시 버즈4 프로,삼성,,PHONE,N,
갤럭시,번개장터,394953938,갤럭시 폴드se 512기가 풀박 + 정품케이스,1100000,판매중,,https://media.bunjang.co.kr/product/394953938_1_1773401191_w{res}.jpg,https://m.bunjang.co.kr/products/394953938,2026-05-06 20:58,갤럭시 폴드se 512기가 + 케이스,삼성,갤럭시 폴드,CASE,Y,512.0
갤럭시,번개장터,406412400,도매 삼성 갤럭시노트8 256G 팝니다 정상해지 중고폰 할인가능,135000,판매중,,https://media.bunjang.co.kr/product/406412400_1_1778068726_w{res}.jpg,https://m.bunjang.co.kr/products/406412400,2026-05-06 20:58,도매 삼성 갤럭시노트8 256g 정상해지 중고폰 할인,삼성,갤럭시 노트8,PHONE,N,
갤럭시,번개장터,406412350,갤럭시링 6호 미개봉 새제품,60000,판매중,,https://media.bunjang.co.kr/product/406412350_1_1778068715_w{res}.jpg,https://m.bunjang.co.kr/products/406412350,2026-05-06 20:58,갤럭시링 6호 새제품,삼성,,PHONE,N,
갤럭시,번개장터,394379130,갤럭시 S26울트라 삼성 정품 케이스,16000,판매중,,https://media.bunjang.co.kr/product/394379130_1_1773589131_w{res}.jpg,https://m.bunjang.co.kr/products/394379130,2026-05-06 20:58,갤럭시 s26울트라 삼성 케이스,삼성,갤럭시 s26,CASE,Y,
갤럭시,번개장터,403749361,갤럭시 탭 S8 울트라 SM-X900,700000,판매중,,https://media.bunjang.co.kr/product/403749361_1_1777788080_w{res}.jpg,https://m.bunjang.co.kr/products/403749361,2026-05-06 20:58,갤럭시 탭 s8 울트라 sm-x900,삼성,,PHONE,N,
갤럭시,번개장터,406198191,새상품 16인치 삼성 갤럭시 북4 프로 노트북 울트라5 16램 SSD51,1250000,판매중,,https://media.bunjang.co.kr/product/406198191_1_1777986409_w{res}.jpg,https://m.bunjang.co.kr/products/406198191,2026-05-06 20:58,16인치 삼성 갤럭시 북4 프로 노트북 울트라5 16램 ssd51,삼성,,PHONE,N,
갤럭시,번개장터,406412281,갤럭시버즈2프로  블랙,60000,판매중,,https://media.bunjang.co.kr/product/406412281_1_1778068693_w{res}.jpg,https://m.bunjang.co.kr/products/406412281,2026-05-06 20:58,갤럭시버즈2프로 블랙,삼성,,PHONE,N,
갤럭시,번개장터,395238932,(새상품)갤럭시 스웨이드 자켓 100~105라이트그레이 워크자켓 셔켓,120000,판매중,,https://media.bunjang.co.kr/product/395238932_1_1777292188_w{res}.jpg,https://m.bunjang.co.kr/products/395238932,2026-05-06 20:58,()갤럭시 스웨이드 자켓 100~105라이트그레이 워크자켓 셔켓,삼성,,PHONE,N,
갤럭시,번개장터,406411948,갤럭시 엑스커버5 화이트 A급 자급제 무잔상 정상공기기 중고폰,65000,판매중,,https://media.bunjang.co.kr/product/406411948_1_1778068610_w{res}.jpg,https://m.bunjang.co.kr/products/406411948,2026-05-06 20:56,갤럭시 엑스커버5 화이트 a급 자급제 무잔상 정상공기기 중고폰,삼성,,CASE,Y,
갤럭시,번개장터,406411583,갤럭시s10시리즈 s9 s8 시리즈 노트8 노트9 최저가,50000,판매중,,https://media.bunjang.co.kr/product/406411583_1_1778068509_w{res}.jpg,https://m.bunjang.co.kr/products/406411583,2026-05-06 20:55,갤럭시s10시리즈 s9 s8 시리즈 노트8 노트9 최저가,삼성,갤럭시 s10,PHONE,N,
갤럭시,번개장터,315294723,[삼성전자]신제품 갤럭시S25/갤럭시S25FE 미개봉/새상품,389800,판매중,,https://media.bunjang.co.kr/product/315294723_1_1772846189_w{res}.jpg,https://m.bunjang.co.kr/products/315294723,2026-05-06 20:55,[삼성전자]신제품 갤럭시s25/갤럭시s25fe /,삼성,갤럭시 s25,PHONE,N,
갤럭시,번개장터,291034140,[삼성전자]갤럭시Z폴드7/갤럭시Z폴드6 전색상 미개봉특가 판매중/중고X,658980,판매중,,https://media.bunjang.co.kr/product/291034140_1_1768534171_w{res}.jpg,https://m.bunjang.co.kr/products/291034140,2026-05-06 20:55,[삼성전자]갤럭시z폴드7/갤럭시z폴드6 전색상 특가 중/중고x,삼성,갤럭시 z폴드7,PHONE,N,
갤럭시,번개장터,288885950,갤럭시S24/256GB[삼성전자],88980,판매중,,https://media.bunjang.co.kr/product/288885950_1_1763196970_w{res}.jpg,https://m.bunjang.co.kr/products/288885950,2026-05-06 20:55,갤럭시s24/256gb[삼성전자],삼성,갤럭시 s24,PHONE,N,256.0
