keyword,c1,c2,c3,c4,c5,c6,c7,c8,cluster_product_name,item_count,min_price,median_price,average_price,max_price,sample_tokenized_names,sample_normalized_names,sample_original_names
갤럭시,갤럭시,a52,,,,,,,갤럭시 a52,40,60000,135000.0,131750.0,140000,갤럭시 a52,갤럭시 a52 s,갤럭시 A52S 화이트 무잔상 정상공기기 중고폰 | 삼성 갤럭시A52s (SM-A528N) A급 | 갤럭시 A52S 라벤더 정상공기기 중고폰 | 갤럭시 A52S화이트 무잔상 정상공기기 중고폰
갤럭시,갤럭시,퀀텀4,,,,,,,갤럭시 퀀텀4,38,200000,200000.0,201052.63157894736,240000,갤럭시 퀀텀4,갤럭시 퀀텀4,갤럭시 퀀텀4블랙 S급 무잔상 정상공기기 중고폰 | 갤럭시 퀀텀4 블랙 S급 정상공기기 중고폰
갤럭시,갤럭시,버즈,프로,,,,,,갤럭시 버즈 프로,36,55000,160000.0,170369.44444444444,335000,갤럭시 버즈 프로,갤럭시 버즈3 프로 | 갤럭시 버즈4 프로,삼성 갤럭시 버즈3 프로 실버 풀박스 | 갤럭시 버즈3 프로 (실버) 판매합니다 | 미개봉 갤럭시 버즈4 프로 블랙 새상품 | 삼성 갤럭시 버즈3 프로 | 갤럭시 버즈4 프로 미개봉
갤럭시,갤럭시,s22,최고등급,,,,,,갤럭시 s22,35,279000,279000.0,279000.0,279000,갤럭시 s22 최고등급,갤럭시 s22 최고등급,리퍼급]갤럭시S22 퍼플 무잔상 최고등급 | 리퍼급]갤럭시S22 그린 무잔상 최고등급 | 리퍼급]갤럭시S22 핑크골드 무잔상 최고등급 | 리퍼급]갤럭시S22 화이트 무잔상 최고등급 | 리퍼급]갤럭시S22 블랙 무잔상 최고등급
갤럭시,갤럭시,z플립4,256gb,,,,,,갤럭시 z플립4 256gb,33,70000,170000.0,195303.0303030303,350000,갤럭시 z플립4 256gb,갤럭시 z플립4 256gb,갤럭시Z플립4 256G 무잔상 핑크골드 59070 | 갤럭시Z플립4 256G 무잔상 핑크골드 60863 | 갤럭시Z플립4 256G 무잔상 블루 60388 | 당일발송 무잔상 AA급 갤럭시 Z플립4 256기가 핑크 부산중고폰 | 갤럭시Z플립4 256G 블루 S급!
갤럭시,갤럭시,노트20,256gb,,,,,,갤럭시 노트20 256gb,33,130000,190000.0,183787.87878787878,205000,갤럭시 노트20 256gb,갤럭시 노트20 256gb,갤럭시노트20 256기가 핑크 부산중고폰 02011 광주 인천 | (부산중고폰) 갤럭시노트20 핑크 256기가 공기계 판매해요 | 갤럭시노트20 256G 블랙 공기계 06884 | 갤럭시노트20 256G 무잔상 그레이 59502 | 갤럭시노트20 256기가 그레이 (S급) / 0427
갤럭시,갤럭시,a25,,,,,,,갤럭시 a25,31,130000,160000.0,155161.29032258064,160000,갤럭시 a25,갤럭시 a25,"갤럭시 A25그린 정상공기기 중고폰 | 서울 갤럭시 A25 (에이25,A256) 네이비 A급 팝니다. | 갤럭시 A25화이트 A급 무잔상 정상공기기 중고폰"
갤럭시,갤럭시,s23,,,,,,,갤럭시 s23,31,230000,345000.0,354870.93548387097,399000,갤럭시 s23,갤럭시 s23,삼성 갤럭시 s23 (A급 테두리필름ㅇ 깨끗) | SS급 삼성 갤럭시S23 팝니다 정상해지 할인가능 | SS급 삼성 갤럭시S23 무잔상 정품 정상해지 할인가능
갤럭시,갤럭시,노트20,울트라,256gb,,,,,갤럭시 노트20 울트라 256gb,30,155000,265000.0,258000.0,320000,갤럭시 노트20 울트라 256gb,갤럭시 노트20 울트라 256gb,갤럭시 노트20울트라 브론즈 256기가 | 갤럭시노트20울트라 256G 무잔상 95671 | 갤럭시노트20울트라 256G 화이트(N986) 판매합니다 | 갤럭시노트20울트라 256G 블랙(내용필독 N986) 판매합니다 | 갤럭시노트20울트라 256G 무잔상 59096
갤럭시,갤럭시,s23울트라,256gb,,,,,,갤럭시 s23울트라 256gb,28,380000,592000.0,558714.2857142857,650000,갤럭시 s23울트라 256gb,갤럭시 s23울트라 256gb,[02318] 당일발송 A급 갤럭시S23울트라 256GB 화이트 정상해지 | 갤럭시S23울트라 256기가 크림 (S급) / 0504 | 갤럭시S23울트라 256기가 크림 (무잔상) / 0501 | 갤럭시S23울트라 256기가 블랙 (S급) / 0527
갤럭시,갤럭시,s25,,,,,,,갤럭시 s25,28,500000,669000.0,655785.7142857143,679000,갤럭시 s25,갤럭시 s25,갤럭시s25 256 판매합니다 | (5328)갤럭시s25 256 판매합니다 | (5451)갤럭시s25 256 판매합니다
갤럭시,갤럭시,스타일,폴더,,,,,,갤럭시 스타일 폴더,27,65000,65000.0,65000.0,65000,갤럭시 스타일 폴더,갤럭시 스타일폴더,갤럭시 스타일폴더 블랙 A급 정상공기기 중고폰 | 갤럭시 스타일폴더 화이트 무잔상 정상공기기 중고폰
갤럭시,갤럭시,z플립5,256gb,,,,,,갤럭시 z플립5 256gb,27,160000,230000.0,261444.44444444444,370000,갤럭시 z플립5 256gb,갤럭시 z플립5 256gb,갤럭시Z플립5 256G 무잔상 민트 15347 | 삼성 갤럭시Z플립5 블랙 256G | 갤럭시Z플립5 256기가 민트 부산중고폰 02405 서울 춘천 마산 | 갤럭시 Z플립5 256G 화이트
갤럭시,갤럭시,s23플러스,256gb,,,,,,갤럭시 s23플러스 256gb,27,350000,430000.0,420185.18518518517,450000,갤럭시 s23플러스 256gb,갤럭시 s23플러스 256gb,갤럭시 S23플러스 256GB | [01496] 당일발송 리퍼급 갤럭시S23플러스 256GB 크림 무잔상 | 갤럭시 S23플러스 라벤더 256GB A급 팝니다. | 갤럭시 S23플러스 블랙 256GB A급 팝니다. | 갤럭시S23플러스 256G 블랙(S916) 무잔상 판매합니다
갤럭시,갤럭시,s24fe,256gb,,,,,,갤럭시 s24fe 256gb,27,400000,480000.0,483851.85185185185,520000,갤럭시 s24fe 256gb,갤럭시 s24fe 256gb,[02300] 당일발송 리퍼급 갤럭시S24FE 256GB 옐로우 정상해지 | 갤럭시S24FE 블루 256GB | 갤럭시 S24FE 그레이 S급 256G | A급. 갤럭시S24FE 256기가 블루 부산중고폰 69012 울산 김해 | A급) 갤럭시S24FE 256G 무잔상 블루 61305
갤럭시,갤럭시,엘지,벨벳,,,,,,갤럭시 엘지 벨벳,26,100000,100000.0,100000.0,100000,갤럭시 엘지 벨벳,갤럭시 엘지벨벳,갤럭시 엘지벨벳 화이트 정상공기기 중고폰
갤럭시,갤럭시,s9,,,,,,,갤럭시 s9,26,75000,105000.0,115576.92307692308,135000,갤럭시 s9,갤럭시 s9,갤럭시 S9블루 A급 무잔상 정상공기기 중고폰 | 도매 삼성 갤럭시S9 골드 팝니다 정상해지 중고폰 할인가능 | S급 갤럭시S9 무잔상 팝니다 정상해지 중고폰 할인가능
갤럭시,갤럭시,z플립3,256gb,,,,,,갤럭시 z플립3 256gb,26,110000,160000.0,161884.61538461538,205000,갤럭시 z플립3 256gb,갤럭시 z플립3 256gb,[S급] 갤럭시Z 플립3 256GB 화이트 [25678] | 갤럭시 Z플립3 256기가 그린 | 갤럭시 Z플립3 퍼플 256기가 | 갤럭시Z플립3 256G 무잔상 블랙 12491
갤럭시,갤럭시,s21플러스,,,,,,,갤럭시 s21플러스,26,190000,195000.0,209038.46153846153,230000,갤럭시 s21플러스,갤럭시 s21플러스,갤럭시 S21플러스 블랙 정상공기기 중고폰 | 갤럭시 S21플러스 바이올렛 정상공기기 중고폰 | 갤럭시 S21플러스 블랙 무잔상 A급 정상공기기 중고폰
갤럭시,갤럭시,s23플러스,,,,,,,갤럭시 s23플러스,25,300000,379000.0,378800.0,420000,갤럭시 s23플러스,갤럭시 s23플러스,갤럭시s23플러스 256 판매합니다 | (3525)갤럭시s23플러스 256 판매합니다 | (312)갤럭시s23플러스 256 판매합니다 | 갤럭시S23플러스(s916)
갤럭시,갤럭시,와이드4,,,,,,,갤럭시 와이드4,24,45000,60000.0,59583.333333333336,65000,갤럭시 와이드4,갤럭시 와이드4,갤럭시 와이드4그레이 정상공기기 중고폰 | 갤럭시 와이드4 그레이 정상공기기 중고폰
갤럭시,갤럭시,s20fe,,,,,,,갤럭시 s20fe,24,140000,140000.0,143875.0,153000,갤럭시 s20fe,갤럭시 s20fe,(1238)갤럭시s20fe 256 판매합니다 | 갤럭시 S20FE 라벤더 정상공기기 중고폰
갤럭시,갤럭시,j3,,,,,,,갤럭시 j3,23,40000,50000.0,49130.434782608696,50000,갤럭시 j3,갤럭시 j330 | 갤럭시j3,갤럭시 J330블루 무잔상 A급 정상공기기 중고폰 | 갤럭시 J330블랙 무잔상 A급 정상공기기 중고폰 | 갤럭시J3 블루
갤럭시,갤럭시,a32,,,,,,,갤럭시 a32,23,100000,110000.0,108521.73913043478,160000,갤럭시 a32,갤럭시 a32 5 | 갤럭시 a32,갤럭시 A325 | 갤럭시 A32화이트 정상공기기 중고폰
갤럭시,갤럭시,s21플러스,256gb,,,,,,갤럭시 s21플러스 256gb,23,171000,239000.0,231260.86956521738,265000,갤럭시 s21플러스 256gb,갤럭시 s21플러스 256gb,[01453] 당일발송 리퍼급 갤럭시S21플러스 256GB 실버정상해지 | 삼성 갤럭시 s21플러스 256기가 팝니다 | 갤럭시S21플러스 256기가 실버 부산중고폰 02111 천안 울산 인천
갤럭시,갤럭시,z플립6,,,,,,,갤럭시 z플립6,23,198000,420000.0,421639.1304347826,600000,갤럭시 z플립6,갤럭시 z플립6,"[삼성전자/통신사]갤럭시Z플립6 미개봉[무상A/S,삼성케어플러스] | 갤럭시Z플립6 [256GB] | 갤럭시Z플립6 | [삼성]갤럭시Z플립6(갤럭시제트플립6/갤럭시Z플립5/갤럭시Z플립4/삼성) | 리퍼급 삼성 갤럭시Z플립6  블랙 팝니다 정상해지 중고폰 할인가능"
갤럭시,갤럭시,버디4,,,,,,,갤럭시 버디4,22,140000,160000.0,156100.0,160000,갤럭시 버디4,갤럭시 버디4,(1284)갤럭시버디4 128 판매합니다 | 갤럭시 버디4골드 A급 무잔상 정상공기기 중고폰
갤럭시,갤럭시,워치8,40mm,,,,,,갤럭시 워치8,22,210000,252500.0,268772.7272727273,320000,갤럭시 워치8 40mm,갤럭시 워치8 40mm,"미개봉 갤럭시워치8 40mm | 갤럭시워치8, 40mm 미개봉 | 갤럭시워치8 40mm 실버 (미개봉) | 갤럭시워치 8 40mm | 갤럭시워치8 40mm 미개봉 새상품 (실버)"
갤럭시,갤럭시,z플립5,512gb,,,,,,갤럭시 z플립5 512gb,22,165000,320000.0,298409.0909090909,380000,갤럭시 z플립5 512gb,갤럭시 z플립5 512gb,갤럭시 Z플립5 크림 512기가 A급 | 갤럭시Z플립5 512G 무잔상 크림 59362 | 갤럭시 Z플립 5 512기가 | 갤럭시 Z플립5 화이트 512GB 무잔상 정상공기기 중고폰
갤럭시,갤럭시,s23fe,최고등급,,,,,,갤럭시 s23fe,22,330000,330000.0,330000.0,330000,갤럭시 s23fe 최고등급,갤럭시 s23fe 최고등급,리퍼급]갤럭시S23FE 크림 최고등급 공기계 리퍼급 | 리퍼급]갤럭시S23FE 퍼플 최고등급 공기계 리퍼급 | 리퍼급]갤럭시S23FE 민트 최고등급 공기계 리퍼급
갤럭시,갤럭시,s25,256gb,,,,,,갤럭시 s25 256gb,22,600000,650000.0,645772.7272727273,680000,갤럭시 s25 256gb,갤럭시 s25 256gb,갤럭시 S25 256GB 블루 [75440] | 갤럭시S25 256G 무잔상 네이비 06532 | 갤럭시S25 (S931) 256GB 민트 무잔상 - 울산중고폰 | [B등급] 갤럭시 S25 256GB 블루 | 갤럭시S25 (S931) 256GB 네이비 AAA급 - 울산중고폰
갤럭시,무선,충전,가능,갤럭시,s8,64gb,,,갤럭시 s8 64gb,21,115000,115000.0,115000.0,115000,무선 충전 가능 갤럭시 s8 64gb,무선충전가능 갤럭시 s8 64gb,!!무선충전가능!! 갤럭시S8 레드 64GB 400762 울산중고폰 | !!무선충전가능!! 갤럭시S8 레드 64GB 400762 울산중고폰!! | !!무선충전가능!! 갤럭시S8 그레이 64GB 428018 울산중고폰 | !!무선충전가능!! 갤럭시S8 레드 64GB 298154 울산중고폰
갤럭시,갤럭시,z플립5,,,,,,,갤럭시 z플립5,21,58900,270000.0,255138.09523809524,336000,갤럭시 z플립5,갤럭시 z플립5,"갤럭시Z플립5[새상품/미개봉/정품/삼성케어/삼성전자A/S] | 갤럭시Z플립5[새상품,전색상,미개봉] | 갤럭시Z플립5 자급제 | 갤럭시z플립5 512 판매합니다 | 갤럭시z플립5 256 판매"
갤럭시,갤럭시,s8,,,,,,,갤럭시 s8,19,50000,100000.0,105263.15789473684,125000,갤럭시 s8,갤럭시 s8,갤럭시 S8블랙 무잔상 정상공기기 중고폰 | S급 삼성 갤럭시S8 블랙 팝니다 정상해지 중고폰 할인가능 | 갤럭시s8 블루 (부품용)
갤럭시,갤럭시,s9플러스,,,,,,,갤럭시 s9플러스,19,100000,120000.0,122368.42105263157,135000,갤럭시 s9플러스,갤럭시 s9플러스,갤럭시 S9플러스 블루 무잔상 정상공기기 중고폰 | 도매 삼성 갤럭시S9플러스 블루 팝니다 할인가능 중고폰 | 갤럭시 s9플러스
갤럭시,갤럭시,버디3,,,,,,,갤럭시 버디3,19,100000,130000.0,124578.94736842105,130000,갤럭시 버디3,갤럭시 버디3,갤럭시 버디3 화이트 정상공기기 중고폰
갤럭시,갤럭시,점프3,128gb,,,,,,갤럭시 점프3 128gb,19,110000,136000.0,131210.52631578947,136000,갤럭시 점프3 128gb,갤럭시점프3 128gb,갤럭시점프3 블랙 128GB | 갤럭시점프3 블랙 A급 128GB | 갤럭시점프3 화이트 S급 128GB | 갤럭시점프3 블랙 S급 128GB
갤럭시,갤럭시,a24,128gb,,,,,,갤럭시 a24 128gb,19,99000,138000.0,135210.52631578947,160000,갤럭시 a24 128gb,갤럭시 a24 128gb,갤럭시A24 128기가 블랙 부산중고폰 팝니다 00729 김해중고폰 | 갤럭시A24 128기가 블랙 부산중고폰 02367 서울 포항 천안 | 갤럭시A24 128기가 블랙 부산중고폰 02376 서울 천안 포항 전주 | (부산중고폰) 갤럭시A24 블랙 128기가 공기계 판매해요 | [새상품급] 갤럭시A24 128GB 부산중고폰 02450김해 서울 양산
갤럭시,갤럭시,a17,,,,,,,갤럭시 a17,19,190000,214000.0,224842.1052631579,270000,갤럭시 a17,갤럭시 a17 | 갤럭시 a17 5,미개봉 자급제 갤럭시a17 블랙 128 팝니다!! | 새상품)정상해지 갤럭시 A175 공기기 | 갤럭시a17 128 판매합니다 | (1647)갤럭시a17 128 판매합니다
갤럭시,갤럭시,s23,256gb,완전,,,,,갤럭시 s23 256gb,19,399000,399000.0,399000.0,399000,갤럭시 s23 256gb 완전,갤럭시 s23 256gb 완전,리퍼급 갤럭시s23 256GB 블랙 완전깨끗 중고폰 | 리퍼급 갤럭시s23 256GB 라벤더 완전깨끗 중고폰 | 리퍼급 갤럭시s23 256GB 화이트 완전깨끗 중고폰 | 리퍼급 갤럭시s23 256GB 그린 완전깨끗 중고폰
갤럭시,갤럭시,버즈,,,,,,,갤럭시 버즈,18,50000,102500.0,109777.77777777778,205000,갤럭시 버즈,갤럭시 버즈3 | 갤럭시 버즈4 | 갤럭시 버즈,갤럭시 버즈3 | 갤럭시 버즈4 화이트 | 갤럭시 버즈 2 퍼플 S급 | 갤럭시 버즈3 화이트 | 갤럭시 버즈3 실버 판매합니다(미사용)
갤럭시,갤럭시,와이드8,128gb,,,,,,갤럭시 와이드8 128gb,18,160000,180000.0,179722.22222222222,195000,갤럭시 와이드8 128gb,갤럭시 와이드8 128gb,S급) 갤럭시와이드8 128G 무잔상 민트 60535 | 갤럭시 와이드8 (M166) 128기가 그레이 A급 팝니다 | SS급)갤럭시 와이드8 그린 128G | (25년개통) 갤럭시와이드8 128기가 블랙 부산중고폰 02309 서울 | A급) 갤럭시와이드8 128G 무잔상 민트 59332
갤럭시,갤럭시,s22울트라,256gb,,,,,,갤럭시 s22울트라 256gb,18,270000,430000.0,419000.0,470000,갤럭시 s22울트라 256gb,갤럭시 s22울트라 256gb,갤럭시S22울트라 256기가 그린 / 0527 | 갤럭시S22울트라 256기가 그린 부산중고폰 72779서울 광주 제주
갤럭시,갤럭시,a15,,,,,,,갤럭시 a15,17,109000,129000.0,129294.11764705883,140000,갤럭시 a15,갤럭시 a15,갤럭시 A15블루 무잔상 정상공기기 중고폰
갤럭시,갤럭시,엘지,v50,,,,,,갤럭시 엘지 v50,17,110000,130000.0,124117.64705882352,130000,갤럭시 엘지 v50,갤럭시 엘지v50,갤럭시 엘지V50블랙 무잔상 A급 정상공기기 중고폰
갤럭시,갤럭시,s22울트라,256gb,버건디,,,,,갤럭시 s22울트라 256gb,17,270000,415000.0,382352.9411764706,445000,갤럭시 s22울트라 256gb 버건디,갤럭시 s22울트라 256gb 버건디,[01435] 당일발송 S급 갤럭시S22울트라 256GB 버건디 정상해지 | 갤럭시S22울트라 256G 버건디(S908) 판매합니다 | 갤럭시S22울트라 256G 버건디(내용참고 S908) 판매합니다 | 갤럭시S22울트라 256G 버건디(내용필독 S908) 판매합니다
갤럭시,갤럭시,s24,512gb,,,,,,갤럭시 s24 512gb,17,425000,460000.0,472058.82352941175,560000,갤럭시 s24 512gb,갤럭시 s24 512gb,갤럭시S24 512G 무잔상 퍼플 61416 | 리퍼급)갤럭시 S24 실버 512G | 갤럭시S24 512기가 그레이 부산중고폰 02106서울 순천 대전 김해 | 갤럭시S24 512기가 옐로우 (S급) / 0523
갤럭시,갤럭시,s24플러스,,,,,,,갤럭시 s24플러스,17,293000,463000.0,440758.82352941175,530000,갤럭시 s24플러스,갤럭시 s24플러스,갤럭시S24플러스[전색상 극소량] | [마지막재고]갤럭시S24플러스 [256GB] | [S24시리즈 통신사]갤럭시S24플러스[갤럭시S24울트라/갤럭시S24] | 갤럭시s24플러스 256 판매 | (3340)갤럭시s24플러스 256 판매
갤럭시,갤럭시,엑스,커버,,,,,,갤럭시 엑스 커버,16,65000,65000.0,65000.0,65000,갤럭시 엑스 커버,갤럭시 엑스커버5,갤럭시 엑스커버5 화이트 A급 무잔상 정상공기기 중고폰 | 갤럭시 엑스커버5 화이트 A급 자급제 무잔상 정상공기기 중고폰
갤럭시,갤럭시,a12,,,,,,,갤럭시 a12,16,75000,85000.0,84687.5,100000,갤럭시 a12,갤럭시 a12,갤럭시A12 | 갤럭시 A12블랙 무잔상 A급 정상공기기 중고폰
갤럭시,갤럭시,노트8,64gb,,,,,,갤럭시 노트8 64gb,16,69000,99000.0,104000.0,125000,갤럭시 노트8 64gb,갤럭시 노트8 64gb,갤럭시노트8 64G 중고폰 공기계 | 갤럭시 노트8 64기가 블루 부산 | 당일발송 갤럭시 노트8 64기가 블루 부산중고폰 | 갤럭시노트8 64기가 골드 25221
갤럭시,갤럭시,노트9,128gb,,,,,,갤럭시 노트9 128gb,16,80000,132500.0,124437.5,150000,갤럭시 노트9 128gb,갤럭시 노트9 128gb,갤럭시노트9 128G  중고폰 공기계 | 갤럭시노트9 128G 실버 SS급! | 갤럭시노트9 128기가 블랙 | 갤럭시 노트9 128g 판매 | 삼성 갤럭시 노트9 128GB
갤럭시,갤럭시,s20,,,,,,,갤럭시 s20,16,140000,150000.0,146250.0,150000,갤럭시 s20,갤럭시 s20,갤럭시 S20핑크 무잔상 정상공기기 중고폰 | 갤럭시 S20화이트 무잔상 정상공기기 중고폰
갤럭시,갤럭시,s20울트라,256gb,,,,,,갤럭시 s20울트라 256gb,16,165000,234000.0,224562.5,290000,갤럭시 s20울트라 256gb,갤럭시 s20울트라 256gb,[02115] 당일발송 S급 갤럭시S20울트라 256GB 블랙 정상해지 | 갤럭시S20울트라 256G 그레이(G988) 판매합니다 | 갤럭시S20울트라 256G 그레이(내용필독 G988) 판매합니다
갤럭시,무선,충전,가능,갤럭시,s9,64gb,,,갤럭시 s9 64gb,15,125000,135000.0,133000.0,135000,무선 충전 가능 갤럭시 s9 64gb,무선충전가능 갤럭시 s9 64gb,!!무선충전가능!! 갤럭시S9 64GB 레드 51293 울산중고폰 | !!무선충전가능!! 갤럭시S9 레드 64GB 481367 울산중고폰 | !!무선충전가능!! 갤럭시S9 퍼플 64GB 427161 울산중고폰
갤럭시,갤럭시,스타일폴더,,,,,,,갤럭시 스타일폴더,15,140000,140000.0,140000.0,140000,갤럭시 스타일폴더,갤럭시 스타일폴더2,갤럭시 스타일폴더2 블랙 A급 무잔상 정상공기기 중고폰
갤럭시,갤럭시,a34,,,,,,,갤럭시 a34,15,80000,160000.0,151200.0,175000,갤럭시 a34,갤럭시 a34,갤럭시 A34블랙 정상공기기 중고폰 | (1221)갤럭시a34 128 판매합니다 | 갤럭시 A34실버 무잔상 정상공기기 중고폰
갤럭시,갤럭시,노트10,,,,,,,갤럭시 노트10,15,120000,165000.0,161000.0,165000,갤럭시 노트10,갤럭시 노트10,갤럭시 노트10실버 무잔상 정상공기기 중고폰
